AUSTRALIA - AUSTRALIAN DOLLAR/US$,EURO AREA - EURO/US$,NEW ZEALA - NEW ZELA DOLLAR/US$,UNITED KINGDOM - UNITED KINGDOM POU/US$,BRAZIL - REAL/US$,CANADA - CANADIAN DOLLAR/US$,CHINA - YUAN/US$,HONG KONG - HONG KONG DOLLAR/US$,IIA - IIAN RUPEE/US$,KOREA - WON/US$,MEXICO - MEXICAN PESO/US$,SOUTH AFRICA - RA/US$,SINGAPORE - SINGAPORE DOLLAR/US$,DENMARK - DANISH KRONE/US$,JAPAN - YEN/US$,MALAYSIA - RINGGIT/US$,NORWAY - NORWEGIAN KRONE/US$,SWEDEN - KRONA/US$,SRI LANKA - SRI LANKAN RUPEE/US$,SWITZERLA - FRANC/US$,TAIWAN - NEW TAIWAN DOLLAR/US$,THAILA - BAHT/US$
1.75,1.73,2.1598,0.6593,1.794,1.4715,8.2795,7.7965,44.8,1113,9.343,6.925,1.748,7.9795,19.8,3.8,8.775,8.9965,78.25,1.6638,31.8,4.443
1.765,1.737,2.1753,0.665,1.797,1.4639,8.2798,7.796,44.77,1114.2,9.329,6.955,1.7447,8.5,18.92,3.8,8.784,8.9825,78.44,1.67,31.95,4.76
1.797,1.648,2.1753,0.6583,1.79,1.4653,8.2797,7.7971,44.95,1116,9.3585,6.96,1.7455,7.94,19.3,3.8,8.7195,8.944,78.59,1.6528,31.1,4.99
1.6938,1.624,2.176,0.6599,1.793,1.4665,8.2796,7.7981,44.98,1115.6,9.362,6.945,1.7428,7.9215,19.28,3.8,8.75,8.946,78.4,1.6493,31.8,41.19
1.6975,1.717,2.1815,0.6616,1.7845,1.4713,8.2793,7.7975,44.95,1115,9.37,6.942,1.7346,7.996,19.15,3.8,8.87,9.985,78.4,1.665,31.8,4.92
1.73,1.815,2.1867,0.6656,1.786,1.4776,8.2794,7.7987,44.96,1117,9.364,6.975,1.735,8.66,19.63,3.8,8.855,9.16,78.4,1.6753,31.7,41.42
1.728,1.792,2.226,0.6674,1.776,1.488,8.2792,7.7988,45.15,1116.9,9.368,6.965,1.7342,8.475,19.68,3.8,8.864,9.172,78.4,1.6689,31.6,41.34
1.7227,1.837,2.1997,0.667,1.786,1.4892,8.2788,7.7993,45.15,1115.8,9.345,6.975,1.732,8.84,19.47,3.8,8.885,9.217,78.45,1.6758,31.15,41.9
1.7153,1.945,2.217,0.67,1.792,1.4813,8.2791,7.799,45.4,1115.8,9.345,6.99,1.727,8.157,18.77,3.8,8.957,9.259,78.43,1.6887,31.1,4.84
1.7112,1.16,2.1988,0.669,1.82,1.4844,8.2796,7.7992,45.4,1115,9.388,7.1,1.7248,8.2495,18.36,3.8,9.12,9.335,78.46,1.787,31.15,4.7
1.7147,1.119,2.22,0.6657,1.793,1.4889,8.2798,7.7989,45.4,1116,9.357,6.9675,1.7215,8.218,18.54,3.8,8.94,9.246,78.46,1.753,31.12,4.68
1.759,1.983,2.217,0.6636,1.796,1.4875,8.2799,7.7985,45.62,1118,9.337,6.9515,1.7268,8.192,18.99,3.8,8.894,9.1825,78.46,1.75,31.15,41.26
1.742,1.188,2.236,0.6657,1.8,1.4889,8.2799,7.7985,45.8,1116.5,9.35,6.985,1.7255,8.269,18.64,3.8,8.985,9.2445,78.53,1.7147,31.1,41.1
1.7283,1.1122,2.2168,0.667,1.7965,1.4848,8.2798,7.7993,45.7,1115.3,9.327,7.3,1.721,8.292,17.99,3.8,8.993,9.25,78.4,1.7187,31.1,4.9
1.7188,1.117,2.2134,0.6676,1.798,1.4826,8.2799,7.7995,45.9,1114.5,9.322,6.954,1.7145,8.22,18.7,3.8,8.944,9.21,78.4,1.765,31.1,4.85
1.7256,1.155,2.2292,0.6649,1.796,1.4839,8.2796,7.7998,45.9,1116,9.279,6.899,1.7133,8.248,18.68,3.8,8.951,9.218,78.4,1.7181,31.11,4.7
1.7212,1.166,2.2188,0.664,1.84,1.4847,8.2795,7.83,45.85,1117,9.246,6.9165,1.7163,8.2565,19.52,3.8,8.93,9.25,78.4,1.7214,31.1,4.74
1.715,1.947,2.236,0.6642,1.85,1.487,8.2788,7.7998,45.8,1116.3,9.24,6.942,1.719,8.164,19,3.8,8.886,9.153,78.45,1.795,31.13,4.88
1.6958,1.937,2.2173,0.6672,1.88,1.4774,8.2797,7.7998,45.8,1115.2,9.183,6.9375,1.7175,8.161,18.55,3.8,8.855,9.24,78.35,1.793,31.13,4.83
1.6849,1.927,2.275,0.667,1.89,1.4759,8.2799,7.7988,45.95,1115,9.189,6.925,1.7163,8.155,18.48,3.8,8.834,9.25,78.34,1.785,31.1,4.85
1.6935,1.128,2.2232,0.6714,1.817,1.4747,8.2797,7.799,45.9,1115.1,9.25,6.947,1.7187,8.221,18.43,3.8,8.894,9.263,78.2,1.7235,31.11,41.4
1.6978,1.178,2.2222,0.6711,1.821,1.4765,8.2799,7.7992,45.73,1114.5,9.261,6.962,1.717,8.2566,18.53,3.8,8.921,9.292,78.3,1.7275,31.1,4.92
1.7235,1.1154,2.2548,0.6758,1.818,1.4756,8.2799,7.7992,45.75,1114.14,9.239,6.9885,1.717,8.32,18.34,3.8,8.985,9.335,78.28,1.745,31.8,4.83
1.7519,1.1152,2.3348,0.6751,1.818,1.4877,8.2793,7.8,45.9,1114.8,9.2725,6.965,1.719,8.317,17.2,3.8,9.5,9.332,78.6,1.7282,31.8,4.77
1.7467,1.177,2.352,0.6754,1.822,1.4871,8.2799,7.8,46.5,1114.2,9.244,6.949,1.7215,8.261,16.89,3.8,8.99,9.279,78.1,1.7117,31.7,41.1
1.7431,1.182,2.2952,0.6782,1.823,1.4828,8.2799,7.8,46.5,1114.1,9.232,6.95,1.721,8.264,17.17,3.8,8.9795,9.311,78.1,1.795,31.1,4.86
1.7498,1.119,2.341,0.6795,1.829,1.4845,8.2799,7.8,45.83,1111.9,9.213,6.949,1.719,8.284,16.45,3.8,8.958,9.345,78.1,1.713,31.8,4.8
1.754,1.1153,2.3283,0.6842,1.832,1.4868,8.2799,7.8,46,111.2,9.2325,6.9525,1.728,8.32,16.2,3.8,9.17,9.411,78.1,1.7238,31.9,4.95
1.7483,1.126,2.3436,0.6868,1.8241,1.485,8.2788,7.88,45.9,118.6,9.214,6.96,1.7228,8.35,16.47,3.8,9.465,9.44,77.9,1.736,31.9,4.96
1.7349,1.1264,2.343,0.6889,1.82,1.472,8.2786,7.7992,45.9,118.8,9.2,6.976,1.7213,8.41,16.66,3.8,9.845,9.445,78.1,1.7425,31.1,4.89
1.7346,1.112,2.3348,0.6847,1.824,1.4742,8.2787,7.7995,45.8,115.7,9.275,6.945,1.721,8.293,15.78,3.8,9.18,9.338,78.2,1.723,31.1,4.9
1.7547,1.1266,2.3463,0.6886,1.8278,1.4752,8.279,7.7989,45.74,115.5,9.255,7.34,1.727,8.41,15.88,3.8,9.85,9.4725,78.2,1.7488,31.8,41.25
1.7683,1.1492,2.3529,0.6918,1.821,1.4843,8.2794,7.7985,45.65,117.4,9.318,7.85,1.732,8.572,16.8,3.8,9.224,9.6575,78.34,1.778,31.1,41.4
1.7924,1.1442,2.3969,0.6954,1.8221,1.4777,8.279,7.7995,46.5,1111,9.314,7.15,1.7323,8.5275,15.1,3.8,9.185,9.56,78.32,1.772,31.1,41.42
1.7995,1.1542,2.3889,0.744,1.822,1.4781,8.2794,7.7985,45.73,119.5,9.327,7.95,1.7372,8.611,16.3,3.8,9.254,9.6515,78.25,1.7869,31.1,41.61
1.7889,1.1596,2.331,0.781,1.8187,1.48,8.2786,7.7987,45.65,119.5,9.2825,7.115,1.738,8.647,15.97,3.8,9.39,9.731,78.38,1.7715,31.12,41.47
1.792,1.1633,2.3463,0.7133,1.827,1.4825,8.2787,7.7987,45.7,119.5,9.251,7.142,1.742,8.687,16.93,3.8,9.331,9.766,78.38,1.771,31.11,41.61
1.818,1.1574,2.3697,0.78,1.835,1.4838,8.277,7.7985,45.7,111,9.283,7.19,1.7455,8.6385,17.11,3.8,9.33,9.722,78.35,1.7635,31.12,41.81
1.8215,1.165,2.3635,0.7112,1.833,1.4869,8.2773,7.7988,45.8,1115.2,9.37,7.15,1.745,8.6655,17.25,3.8,9.325,9.755,78.4,1.7736,31.13,41.8
1.8349,1.1666,2.3923,0.714,1.8445,1.4844,8.2771,7.7973,45.85,1119.9,9.361,7.1735,1.7442,8.77,17.33,3.8,9.339,9.796,78.5,1.785,31.17,41.99
1.846,1.1733,2.4319,0.7135,1.859,1.495,8.2772,7.7972,46.15,114,9.4225,7.28,1.7478,8.762,16.87,3.8,9.386,9.829,78.7,1.787,31.29,42.4
1.845,1.1745,2.4213,0.712,1.855,1.488,8.2779,7.7986,46.45,1127,9.422,7.29,1.744,8.7695,17.2,3.8,9.388,9.8475,78.75,1.7765,31.28,42.32
1.8615,1.1818,2.471,0.789,1.857,1.4833,8.2775,7.799,46.3,1127,9.456,7.335,1.7485,8.825,16.77,3.8,9.43,9.875,78.95,1.7845,31.29,42.64
1.8423,1.1685,2.4631,0.73,1.854,1.4873,8.2778,7.7993,46.9,1128,9.436,7.315,1.747,8.7255,16.5,3.8,9.36,9.815,79.4,1.7715,31.28,42.63
1.8332,1.1373,2.431,0.6864,1.8575,1.4892,8.2787,7.7983,46.18,1135,9.475,7.25,1.749,8.4875,17.94,3.8,9.14,9.625,79.35,1.7295,31.21,42.8
1.8215,1.1444,2.4325,0.6878,1.844,1.489,8.2793,7.7986,46.16,1126,9.428,7.239,1.747,8.542,17.63,3.8,9.181,9.666,79.25,1.739,31.29,42.7
1.8162,1.1344,2.4143,0.6849,1.8517,1.488,8.2791,7.799,46.1,112,9.435,7.25,1.7415,8.466,17.63,3.8,9.13,9.623,79.3,1.7279,31.28,42.23
1.8149,1.1357,2.4114,0.6846,1.849,1.4962,8.2795,7.7983,46.15,1114,9.4145,7.255,1.7435,8.467,17.44,3.8,9.14,9.659,79.2,1.7325,31.29,42.21
1.8215,1.133,2.4155,0.6833,1.8482,1.53,8.2799,7.7978,46.5,1115.9,9.426,7.268,1.744,8.4555,17.59,3.8,9.75,9.6885,79.2,1.7288,31.29,42.5
1.8467,1.1316,2.454,0.6763,1.844,1.57,8.2798,7.7971,46.6,1115.3,9.44,7.219,1.7395,8.445,17.9,3.8,9.725,9.628,79.2,1.7265,31.324,42.15
1.8349,1.1356,2.4783,0.6814,1.847,1.518,8.279,7.797,46.1,1118.18,9.475,7.1975,1.742,8.471,18.81,3.8,9.1269,9.6933,79.2,1.7322,31.29,42.3
1.8519,1.144,2.471,0.6866,1.848,1.56,8.279,7.7942,46.18,112,9.399,7.235,1.7442,8.523,18.66,3.8,9.179,9.78,79.25,1.7365,31.32,42.4
1.8639,1.146,2.4814,0.6869,1.852,1.499,8.279,7.794,46.17,112,9.44,7.244,1.755,8.533,19.29,3.8,9.25,9.8,79.45,1.7395,31.3,42.75
1.8692,1.1514,2.4938,0.6896,1.852,1.4954,8.279,7.7963,46.17,112,9.4575,7.27,1.7496,8.583,19.3,3.8,9.255,9.8292,79.15,1.7491,31.3,42.52
1.873,1.1521,2.4876,0.6923,1.855,1.513,8.279,7.796,46.17,1119,9.466,7.3,1.749,8.584,18.81,3.8,9.255,9.84,79.2,1.7515,31.31,42.56
1.873,1.1518,2.482,0.694,1.855,1.514,8.2789,7.797,46.25,1121.9,9.465,7.37,1.75,8.5775,17.9,3.8,9.268,9.919,79.1,1.7515,31.31,42.86
1.8657,1.1474,2.4624,0.684,1.86,1.543,8.2786,7.7985,46.35,1124,9.48,7.42,1.754,8.545,17.63,3.8,9.271,9.865,79.2,1.7328,31.33,43.14
1.8797,1.1569,2.5138,0.6787,1.862,1.585,8.2786,7.7968,46.3,1124,9.52,7.46,1.7555,8.615,17.58,3.8,9.2925,9.95,79.25,1.7415,31.3,43.5
1.8879,1.1671,2.5113,0.6851,1.877,1.5135,8.2784,7.7975,46.45,1132,9.595,7.495,1.7545,8.6915,17.67,3.8,9.383,9.935,79.35,1.7595,31.6,43.58
1.912,1.178,2.5316,0.6918,1.871,1.5195,8.2781,7.798,46.4,113,9.548,7.5775,1.754,8.7725,18.3,3.8,9.4325,1.13,79.35,1.779,32.5,43.31
1.9275,1.1755,2.54,0.6932,1.8735,1.5184,8.2784,7.7975,46.35,1136,9.547,7.565,1.7555,8.7512,18.15,3.8,9.45,1.7,79.35,1.7773,32.3,43.45
1.9279,1.1918,2.551,0.6914,1.876,1.52,8.2781,7.798,46.45,114,9.578,7.7125,1.757,8.875,17.78,3.8,9.5775,1.115,79.25,1.7875,32.5,43.75
1.9194,1.1896,2.5349,0.6934,1.875,1.5112,8.278,7.797,46.4,114,9.545,7.67,1.7523,8.847,18.55,3.8,9.535,1.65,79.25,1.7875,32.35,43.39
1.8939,1.195,2.495,0.6921,1.882,1.5119,8.2778,7.7975,46.4,1132,9.558,7.585,1.7547,8.853,19.4,3.8,9.49,1.12,79.35,1.7885,32.15,43.72
1.8961,1.1956,2.497,0.6873,1.893,1.58,8.2784,7.7987,46.45,1141,9.573,7.58,1.7547,8.915,18.45,3.8,9.494,1.113,79.25,1.7985,32.1,43.97
1.926,1.1956,2.4832,0.691,1.91,1.5118,8.2784,7.7991,46.48,1138,9.571,7.65,1.7515,8.8995,18.8,3.8,9.524,1.128,79.25,1.85,32.5,43.77
1.9264,1.292,2.513,0.6976,1.925,1.5164,8.2782,7.799,46.7,114,9.627,7.62,1.7545,9.5,18.5,3.8,9.585,1.245,79.2,1.8165,32.5,43.6
1.9286,1.29,2.5,0.6987,1.946,1.5187,8.2785,7.81,46.7,114,9.696,7.685,1.7553,8.995,18.36,3.8,9.589,1.3,79.4,1.825,32.19,43.82
1.919,1.1896,2.4845,0.6888,1.931,1.5275,8.2788,7.7995,46.78,1138,9.635,7.66,1.7558,8.856,18.75,3.8,9.443,1.1238,79.35,1.865,32.26,43.77
1.912,1.186,2.4783,0.6882,1.9185,1.5311,8.278,7.7997,46.78,114,9.64,7.559,1.7556,8.63,18.99,3.8,9.3725,1.6,79.5,1.868,32.35,43.79
1.931,1.1784,2.524,0.6894,1.98,1.5273,8.2775,7.7995,46.9,1139,9.564,7.56,1.7568,8.77,19.15,3.8,9.279,9.997,79.46,1.7978,32.35,44.6
1.9131,1.165,2.5284,0.6919,1.99,1.5263,8.2773,7.797,46.82,1138.3,9.581,7.4987,1.7447,8.67,18.48,3.8,9.22,9.892,79.1,1.7765,32.36,43.82
1.921,1.1636,2.5368,0.6925,1.919,1.5333,8.277,7.7951,46.85,1134.8,9.581,7.53,1.7433,8.677,18.39,3.8,9.254,9.912,79.15,1.7799,32.25,43.8
1.951,1.169,2.5253,0.694,1.937,1.5348,8.2768,7.7974,46.7,1136.3,9.61,7.5325,1.7335,8.647,17.58,3.8,9.231,9.915,79.2,1.7667,32.15,43.48
1.8939,1.165,2.544,0.6983,1.941,1.535,8.2771,7.7982,46.64,1135,9.64,7.548,1.7323,8.682,17.34,3.8,9.32,9.998,8.6,1.7725,32.15,43.4
1.8939,1.1651,2.594,0.6988,1.9545,1.5315,8.2769,7.7985,46.7,1139,9.6475,7.624,1.7364,8.681,17.3,3.8,9.276,1.1,8.38,1.7728,32.15,43.63
1.8997,1.1684,2.5157,0.724,1.955,1.5432,8.2772,7.799,46.72,1136.5,9.618,7.6645,1.7383,8.775,17.57,3.8,9.295,1,8.2,1.7775,32.13,43.6
1.94,1.1663,2.531,0.721,1.963,1.5455,8.2768,7.799,46.75,1132,9.648,7.7425,1.745,8.6944,17.41,3.8,9.2935,1.22,79.9,1.7739,32.1,43.6
1.9157,1.1594,2.5189,0.6991,1.951,1.546,8.2772,7.7992,46.78,1137,9.65,7.62,1.7432,8.647,17.83,3.8,9.2825,9.9685,8,1.7657,32.7,43.73
1.9212,1.1618,2.5265,0.695,1.959,1.5472,8.2768,7.7991,46.77,1141,9.575,7.65,1.7435,8.663,17.7,3.8,9.2945,1.48,8.4,1.7637,32.17,43.67
1.9268,1.1665,2.5265,0.699,1.945,1.5445,8.2773,7.7995,46.85,1139,9.495,7.658,1.744,8.765,18.15,3.8,9.3784,1.148,8.4,1.7723,32.18,43.73
1.922,1.1669,2.594,0.714,1.949,1.551,8.2768,7.7995,46.83,1138.7,9.465,7.689,1.7455,8.76,18.75,3.8,9.363,1.94,8.4,1.7815,32.15,43.69
1.9294,1.1721,2.5189,0.728,1.9475,1.5523,8.2773,7.799,46.85,1141.3,9.497,7.685,1.7525,8.743,19.8,3.8,9.371,1.14,8.1,1.7883,32.24,44.165
1.9268,1.1743,2.4969,0.727,1.968,1.56,8.2769,7.7998,46.82,1144.5,9.478,7.775,1.7545,8.755,18.86,3.8,9.391,1.17,8.6,1.7915,32.31,44.26
1.9478,1.1784,2.5176,0.731,1.929,1.5592,8.2779,7.7999,46.9,1157,9.457,7.7675,1.757,8.7911,19.79,3.8,9.418,1.2136,8.7,1.8,32.48,44.38
1.9562,1.1823,2.5432,0.762,1.926,1.5553,8.2786,7.7999,46.85,1168,9.414,7.82,1.7569,8.826,11.29,3.8,9.497,1.31,8.9,1.7995,32.5,44.23
1.9253,1.1872,2.544,0.714,1.929,1.5473,8.2782,7.8,46.86,1179,9.376,7.83,1.7555,8.86,11.16,3.8,9.513,1.32,81,1.85,32.9,43.7
1.9175,1.193,2.544,0.7144,1.959,1.5396,8.2779,7.8,46.91,1191,9.399,7.835,1.76,8.92,111.38,3.8,9.56,1.36,81,1.885,32.9,43.77
1.98,1.1765,2.4631,0.765,1.9625,1.5348,8.278,7.8,46.9,1189,9.371,7.771,1.7542,8.7725,11.7,3.8,9.4325,1.2425,81,1.783,32.9,43.52
1.9146,1.17,2.4649,0.751,1.98,1.5371,8.2777,7.85,46.93,1189,9.412,7.7875,1.756,8.278,11.23,3.8,9.393,1.1694,81.1,1.7633,32.85,43.72
1.9128,1.1659,2.474,0.738,1.958,1.545,8.2774,7.7999,46.95,124,9.396,7.774,1.7575,8.6975,111.28,3.8,9.37,1.133,81.2,1.7595,33.8,43.92
1.94,1.152,2.4438,0.737,1.9722,1.5355,8.2777,7.8,46.87,1217,9.41,7.75,1.7547,8.5767,11.93,3.8,9.284,1.4,81.2,1.7365,33.8,43.85
1.8615,1.149,2.496,0.6957,1.981,1.5389,8.2775,7.81,46.89,1211,9.42,7.655,1.749,8.51,111.15,3.8,9.2475,9.9,81.1,1.7285,33.5,43.77
1.8413,1.1268,2.3719,0.6886,1.984,1.5458,8.2771,7.7995,46.88,122,9.414,7.645,1.7445,8.45,111.7,3.8,9.1575,9.725,81.1,1.76,33.5,43.7
1.851,1.1358,2.3759,0.694,1.96,1.5438,8.277,7.8,46.8,124,9.375,7.655,1.7438,8.475,111,3.8,9.184,9.742,81.1,1.7153,33.5,43.68
1.8355,1.1265,2.3529,0.6961,1.967,1.5323,8.277,7.7974,46.78,121,9.48,7.582,1.743,8.397,11.42,3.8,9.711,9.63,81.2,1.778,33.5,43.62
1.8282,1.1247,2.348,0.6944,1.974,1.5223,8.277,7.7975,46.8,121,9.429,7.6175,1.7335,8.39,11.7,3.8,9.125,9.713,81.2,1.715,33.8,43.44
1.8365,1.1315,2.3397,0.6924,1.969,1.525,8.2769,7.7963,46.8,1192,9.399,7.64,1.7363,8.434,111.29,3.8,9.155,9.735,81.1,1.763,33.6,43.61
1.8519,1.141,2.3657,0.6871,1.962,1.5227,8.2773,7.7969,46.78,1184,9.4465,7.668,1.7332,8.498,11.77,3.8,9.211,9.725,82.1,1.715,33.1,43.49
1.845,1.1396,2.373,0.696,1.968,1.5249,8.2771,7.7974,46.78,1191,9.471,7.743,1.7355,8.4945,111.5,3.8,9.211,9.7195,82.1,1.7144,33.6,43.55
1.8587,1.1422,2.3781,0.6892,1.965,1.525,8.277,7.83,46.8,1192.1,9.455,7.7725,1.7415,8.514,112.4,3.8,9.247,9.792,82.2,1.7175,33.16,43.6
1.8529,1.1289,2.3747,0.6819,1.965,1.5165,8.2768,7.83,46.8,123,9.417,7.7375,1.738,8.418,112.42,3.8,9.175,9.68,82.25,1.699,33.1,43.55
1.8322,1.1135,2.337,0.6774,1.965,1.5174,8.2768,7.8,46.8,128,9.49,7.69,1.7355,8.3,112.55,3.8,9.28,9.6,82.35,1.6795,33.1,43.45
1.8464,1.1199,2.322,0.6813,1.953,1.5254,8.2774,7.8,46.79,126,9.38,7.68,1.7373,8.353,112.6,3.8,9.575,9.68,82.35,1.6845,33.1,43.36
1.8399,1.1233,2.3299,0.684,1.955,1.522,8.2772,7.7997,46.75,129,9.37,7.715,1.7375,8.381,112.55,3.8,9.16,9.781,82.7,1.694,33.1,42.97
1.8212,1.14,2.2957,0.6786,1.958,1.5215,8.2769,7.82,46.75,1218,9.435,7.66,1.7318,8.231,112.58,3.8,8.996,9.59,82.8,1.6765,33.18,42.68
1.873,1.975,2.281,0.6799,1.953,1.5185,8.2768,7.7993,46.74,1228.8,9.585,7.63,1.7317,8.19,112.18,3.8,8.983,9.587,82.7,1.6722,33.2,42.55
1.818,1.834,2.271,0.6765,1.958,1.5168,8.2777,7.7999,46.77,1237.3,9.64,7.5675,1.7258,8.82,112.75,3.8,8.86,9.539,82.2,1.6485,33.2,42.1
1.7895,1.762,2.2624,0.6757,1.961,1.599,8.2769,7.7993,46.75,1252.5,9.53,7.55,1.727,8.3,113.62,3.8,8.882,9.52,82.4,1.6342,33.2,42.3
1.7889,1.748,2.2548,0.676,1.96,1.511,8.277,7.7988,46.73,126,9.577,7.5375,1.7325,8.19,114.2,3.8,8.8825,9.5725,82.45,1.6435,33.25,42.72
1.819,1.83,2.2738,0.678,1.955,1.573,8.2781,7.799,46.75,1253,9.67,7.5625,1.7335,8.57,114.62,3.8,8.926,9.555,82.45,1.645,33.2,43.33
1.7986,1.652,2.269,0.6687,1.951,1.4995,8.2774,7.7999,46.75,1267,9.618,7.57,1.7315,7.9442,114.35,3.8,8.81,9.444,82.75,1.622,33.17,43.45
1.7883,1.565,2.2563,0.6677,1.938,1.4963,8.2779,7.8,46.74,1279,9.714,7.569,1.737,7.8845,114.73,3.8,8.76,9.415,82.6,1.675,33,43.79
1.7746,1.556,2.246,0.6647,1.946,1.4982,8.2773,7.8,46.75,1271.5,9.836,7.525,1.7325,7.875,114.26,3.8,8.76,9.445,82.7,1.625,33.78,43.7
1.7683,1.584,2.2437,0.6698,1.938,1.4985,8.2781,7.7998,46.78,1265,9.698,7.543,1.737,7.8991,115.47,3.8,8.7628,9.422,82.75,1.6115,33,43.53
1.757,1.488,2.2134,0.6671,1.953,1.53,8.2775,7.7993,46.76,1264.7,9.753,7.56,1.7322,7.826,116.19,3.8,8.71,9.338,83.15,1.625,32.927,43.26
1.7668,1.542,2.2198,0.668,1.954,1.4944,8.2778,7.7998,46.73,1263.6,9.691,7.595,1.7275,7.875,115.97,3.8,8.7435,9.418,82.95,1.676,32.85,42.95
1.7768,1.642,2.2346,0.6711,1.941,1.4973,8.2771,7.8,46.68,1253.3,9.746,7.72,1.7328,7.9375,116.64,3.8,8.775,9.498,82.9,1.621,32.63,43.13
1.7947,1.653,2.2487,0.677,1.941,1.4993,8.2769,7.8,46.68,127,9.8145,7.978,1.7333,7.9525,116.26,3.8,8.725,9.4325,83,1.6255,32.65,43.2
1.7873,1.54,2.2247,0.6682,1.949,1.4978,8.2767,7.8,46.68,1279.2,9.845,7.845,1.7352,7.8385,117.56,3.8,8.594,9.325,83.42,1.6123,32.67,43.57
1.7995,1.542,2.2462,0.6767,1.949,1.4967,8.2768,7.81,47.47,1279.2,9.8775,7.825,1.7328,7.872,117.76,3.8,8.6645,9.344,85,1.6232,32.67,43.34
1.821,1.668,2.2472,0.6814,1.954,1.537,8.2766,7.7997,46.55,1283.8,9.972,7.825,1.7338,7.965,117.28,3.8,8.7675,9.55,84.99,1.639,32.645,43.9
1.8136,1.746,2.2523,0.6792,1.954,1.5123,8.2764,7.8,46.48,1279,9.88,7.8575,1.734,8.15,118.35,3.8,8.7925,9.565,84.99,1.652,32.67,43.3
1.7979,1.586,2.2361,0.6777,1.953,1.5162,8.2764,7.7997,46.45,1286,9.885,7.8675,1.7393,7.935,117.78,3.8,8.71,9.43,85.1,1.6195,32.67,43.25
1.7953,1.68,2.2311,0.6811,1.96,1.5155,8.2764,7.7997,46.43,1276.12,9.79,7.874,1.738,7.974,117.23,3.8,8.77,9.463,85.1,1.6334,32.61,43.1
1.838,1.668,2.2386,0.6826,1.958,1.572,8.2782,7.7997,46.43,1275.1,9.785,7.87,1.7373,7.9795,116.62,3.8,8.7812,9.518,85.2,1.637,32.59,43.13
1.89,1.651,2.2442,0.6796,1.959,1.573,8.2786,7.7996,46.39,1275.1,9.768,7.835,1.7425,7.956,116.95,3.8,8.813,9.532,85.35,1.633,32.6,43.3
1.8352,1.81,2.2769,0.6842,1.962,1.5126,8.2786,7.8,46.42,1275.8,9.692,7.88,1.7445,8.725,118.18,3.8,8.889,9.622,91,1.6547,32.6,43.13
1.8345,1.847,2.315,0.6847,1.974,1.58,8.2786,7.7997,46.54,1277.5,9.687,7.865,1.742,8.13,116.91,3.8,8.915,9.69,93,1.6558,32.575,42.97
1.849,1.854,2.2967,0.6854,1.977,1.566,8.2786,7.7995,46.53,1281.9,9.697,7.895,1.75,8.995,117.16,3.8,8.911,9.631,89.9,1.6582,32.575,42.85
1.849,1.892,2.341,0.6863,1.977,1.51,8.2786,7.7999,46.5,1266,9.6695,7.875,1.747,8.136,116.67,3.8,8.9148,9.6442,89.5,1.656,32.545,42.63
1.8268,1.794,2.2676,0.6842,1.9695,1.4985,8.2786,7.7995,46.46,1265.5,9.665,7.8,1.746,8.49,115.75,3.8,8.84,9.551,89.9,1.6455,32.23,42.68
1.8248,1.743,2.2599,0.6843,1.972,1.4995,8.2781,7.7995,46.44,1258,9.679,7.77,1.7438,8.173,116.39,3.8,8.8353,9.5227,9,1.6425,32.35,42.49
1.851,1.656,2.2336,0.6768,1.9825,1.4948,8.2772,7.799,46.41,1257,9.733,7.73,1.737,7.952,115.33,3.8,8.755,9.489,9.4,1.633,32.39,42.3
1.8113,1.687,2.2472,0.686,1.994,1.4933,8.2774,7.7993,46.44,1249.5,9.769,7.775,1.739,7.9775,115.65,3.8,8.7525,9.5125,88.5,1.6425,32.3,42.38
1.8155,1.644,2.2614,0.678,1.996,1.55,8.277,7.7994,46.43,1263,9.78,7.7775,1.7413,7.9465,114.99,3.8,8.7275,9.51,88.5,1.6355,32.33,42.47
1.8215,1.748,2.2568,0.6856,1.997,1.58,8.2766,7.8,46.42,1259,9.689,7.79,1.7435,8.25,114.88,3.8,8.78,9.567,87.3,1.6538,32.27,42.4
1.838,1.717,2.2543,0.6834,2.6,1.511,8.2765,7.8,46.46,127,9.694,7.88,1.7485,8.25,116.21,3.8,8.775,9.5375,87.5,1.6475,32.27,42.7
1.8653,1.889,2.336,0.6925,1.992,1.5117,8.2763,7.8,46.46,1267,9.657,7.9875,1.748,8.127,116.3,3.8,8.89,9.672,87.5,1.677,32.27,42.52
1.8632,1.791,2.285,0.691,1.986,1.59,8.2764,7.7998,46.54,1265,9.764,7.867,1.747,8.525,117.57,3.8,8.85,9.6325,86.9,1.656,32.27,42.62
1.8584,1.768,2.2915,0.689,1.983,1.525,8.2774,7.8,46.56,1264.1,9.741,7.835,1.7458,8.34,117.62,3.8,8.8425,9.662,86.6,1.6557,32.29,42.62
1.8737,1.865,2.341,0.6892,1.982,1.5214,8.2765,7.8,46.6,1255.5,9.74,7.91,1.7453,8.15,117.3,3.8,8.92,9.7975,87.5,1.6683,32.35,42.52
1.8932,1.873,2.3326,0.686,1.989,1.5287,8.2764,7.7999,46.65,1252.5,9.718,7.88,1.7455,8.116,116.65,3.8,8.945,9.833,87,1.669,32.32,42.4
